group,bin_center,count,weight,density,true_threshold,borderline_lower,borderline_upper
all,104.0,60,0.00030349320681038756,0.00030349320681038756,45.0,40.0,50.0
all,105.0,62,0.0003136096470374005,0.0003136096470374005,45.0,40.0,50.0
all,106.0,54,0.0002731438861293488,0.0002731438861293488,45.0,40.0,50.0
all,107.0,44,0.00022256168499428422,0.00022256168499428422,45.0,40.0,50.0
all,108.0,47,0.0002377363453348036,0.0002377363453348036,45.0,40.0,50.0
all,109.0,38,0.00019221236431324546,0.00019221236431324546,45.0,40.0,50.0
all,110.0,52,0.0002630274459023359,0.0002630274459023359,45.0,40.0,50.0
all,111.0,41,0.00020738702465376483,0.00020738702465376483,45.0,40.0,50.0
all,112.0,37,0.00018715414419973899,0.00018715414419973899,45.0,40.0,50.0
all,113.0,38,0.00019221236431324546,0.00019221236431324546,45.0,40.0,50.0
all,114.0,37,0.00018715414419973899,0.00018715414419973899,45.0,40.0,50.0
all,115.0,37,0.00018715414419973899,0.00018715414419973899,45.0,40.0,50.0
all,116.0,40,0.00020232880454025838,0.00020232880454025838,45.0,40.0,50.0
all,117.0,22,0.00011128084249714211,0.00011128084249714211,45.0,40.0,50.0
all,118.0,34,0.00017197948385921962,0.00017197948385921962,45.0,40.0,50.0
all,119.0,36,0.00018209592408623254,0.00018209592408623254,45.0,40.0,50.0
all,120.0,32,0.0001618630436322067,0.0001618630436322067,45.0,40.0,50.0
all,121.0,33,0.00016692126374571315,0.00016692126374571315,45.0,40.0,50.0
all,122.0,21,0.00010622262238363565,0.00010622262238363565,45.0,40.0,50.0
all,123.0,25,0.0001264555028376615,0.0001264555028376615,45.0,40.0,50.0
all,124.0,30,0.00015174660340519378,0.00015174660340519378,45.0,40.0,50.0
all,125.0,32,0.0001618630436322067,0.0001618630436322067,45.0,40.0,50.0
all,126.0,16,8.093152181610335e-05,8.093152181610335e-05,45.0,40.0,50.0
all,127.0,20,0.00010116440227012919,0.00010116440227012919,45.0,40.0,50.0
all,128.0,18,9.104796204311627e-05,9.104796204311627e-05,45.0,40.0,50.0
all,129.0,22,0.00011128084249714211,0.00011128084249714211,45.0,40.0,50.0
all,130.0,30,0.00015174660340519378,0.00015174660340519378,45.0,40.0,50.0
all,131.0,18,9.104796204311627e-05,9.104796204311627e-05,45.0,40.0,50.0
all,132.0,19,9.610618215662273e-05,9.610618215662273e-05,45.0,40.0,50.0
all,133.0,15,7.587330170259689e-05,7.587330170259689e-05,45.0,40.0,50.0
all,134.0,8,4.0465760908051675e-05,4.0465760908051675e-05,45.0,40.0,50.0
all,135.0,23,0.00011633906261064857,0.00011633906261064857,45.0,40.0,50.0
all,136.0,16,8.093152181610335e-05,8.093152181610335e-05,45.0,40.0,50.0
all,137.0,10,5.0582201135064595e-05,5.0582201135064595e-05,45.0,40.0,50.0
all,138.0,14,7.081508158909043e-05,7.081508158909043e-05,45.0,40.0,50.0
all,139.0,15,7.587330170259689e-05,7.587330170259689e-05,45.0,40.0,50.0
all,140.0,15,7.587330170259689e-05,7.587330170259689e-05,45.0,40.0,50.0
all,141.0,8,4.0465760908051675e-05,4.0465760908051675e-05,45.0,40.0,50.0
all,142.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,143.0,14,7.081508158909043e-05,7.081508158909043e-05,45.0,40.0,50.0
all,144.0,12,6.0698641362077515e-05,6.0698641362077515e-05,45.0,40.0,50.0
all,145.0,9,4.5523981021558135e-05,4.5523981021558135e-05,45.0,40.0,50.0
all,146.0,13,6.575686147558397e-05,6.575686147558397e-05,45.0,40.0,50.0
all,147.0,17,8.598974192960981e-05,8.598974192960981e-05,45.0,40.0,50.0
all,148.0,10,5.0582201135064595e-05,5.0582201135064595e-05,45.0,40.0,50.0
all,149.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,150.0,8,4.0465760908051675e-05,4.0465760908051675e-05,45.0,40.0,50.0
all,151.0,9,4.5523981021558135e-05,4.5523981021558135e-05,45.0,40.0,50.0
all,152.0,16,8.093152181610335e-05,8.093152181610335e-05,45.0,40.0,50.0
all,153.0,19,9.610618215662273e-05,9.610618215662273e-05,45.0,40.0,50.0
all,154.0,15,7.587330170259689e-05,7.587330170259689e-05,45.0,40.0,50.0
all,155.0,16,8.093152181610335e-05,8.093152181610335e-05,45.0,40.0,50.0
all,156.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,157.0,8,4.0465760908051675e-05,4.0465760908051675e-05,45.0,40.0,50.0
all,158.0,6,3.0349320681038758e-05,3.0349320681038758e-05,45.0,40.0,50.0
all,159.0,9,4.5523981021558135e-05,4.5523981021558135e-05,45.0,40.0,50.0
all,160.0,14,7.081508158909043e-05,7.081508158909043e-05,45.0,40.0,50.0
all,161.0,16,8.093152181610335e-05,8.093152181610335e-05,45.0,40.0,50.0
all,162.0,9,4.5523981021558135e-05,4.5523981021558135e-05,45.0,40.0,50.0
all,163.0,8,4.0465760908051675e-05,4.0465760908051675e-05,45.0,40.0,50.0
all,164.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,165.0,6,3.0349320681038758e-05,3.0349320681038758e-05,45.0,40.0,50.0
all,166.0,16,8.093152181610335e-05,8.093152181610335e-05,45.0,40.0,50.0
all,167.0,11,5.5640421248571055e-05,5.5640421248571055e-05,45.0,40.0,50.0
all,168.0,10,5.0582201135064595e-05,5.0582201135064595e-05,45.0,40.0,50.0
all,169.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,170.0,9,4.5523981021558135e-05,4.5523981021558135e-05,45.0,40.0,50.0
all,171.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,172.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,173.0,11,5.5640421248571055e-05,5.5640421248571055e-05,45.0,40.0,50.0
all,174.0,6,3.0349320681038758e-05,3.0349320681038758e-05,45.0,40.0,50.0
all,175.0,6,3.0349320681038758e-05,3.0349320681038758e-05,45.0,40.0,50.0
all,176.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,177.0,6,3.0349320681038758e-05,3.0349320681038758e-05,45.0,40.0,50.0
all,178.0,15,7.587330170259689e-05,7.587330170259689e-05,45.0,40.0,50.0
all,179.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,180.0,9,4.5523981021558135e-05,4.5523981021558135e-05,45.0,40.0,50.0
all,181.0,4,2.0232880454025837e-05,2.0232880454025837e-05,45.0,40.0,50.0
all,182.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,183.0,4,2.0232880454025837e-05,2.0232880454025837e-05,45.0,40.0,50.0
all,184.0,9,4.5523981021558135e-05,4.5523981021558135e-05,45.0,40.0,50.0
all,185.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,186.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,187.0,10,5.0582201135064595e-05,5.0582201135064595e-05,45.0,40.0,50.0
all,188.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,189.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,190.0,3,1.5174660340519379e-05,1.5174660340519379e-05,45.0,40.0,50.0
all,191.0,6,3.0349320681038758e-05,3.0349320681038758e-05,45.0,40.0,50.0
all,192.0,10,5.0582201135064595e-05,5.0582201135064595e-05,45.0,40.0,50.0
all,193.0,6,3.0349320681038758e-05,3.0349320681038758e-05,45.0,40.0,50.0
all,194.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,195.0,8,4.0465760908051675e-05,4.0465760908051675e-05,45.0,40.0,50.0
all,196.0,8,4.0465760908051675e-05,4.0465760908051675e-05,45.0,40.0,50.0
all,197.0,6,3.0349320681038758e-05,3.0349320681038758e-05,45.0,40.0,50.0
all,198.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,199.0,6,3.0349320681038758e-05,3.0349320681038758e-05,45.0,40.0,50.0
all,200.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,201.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,202.0,4,2.0232880454025837e-05,2.0232880454025837e-05,45.0,40.0,50.0
all,203.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,204.0,6,3.0349320681038758e-05,3.0349320681038758e-05,45.0,40.0,50.0
all,205.0,2,1.0116440227012919e-05,1.0116440227012919e-05,45.0,40.0,50.0
all,206.0,10,5.0582201135064595e-05,5.0582201135064595e-05,45.0,40.0,50.0
all,207.0,8,4.0465760908051675e-05,4.0465760908051675e-05,45.0,40.0,50.0
all,208.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,209.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,210.0,2,1.0116440227012919e-05,1.0116440227012919e-05,45.0,40.0,50.0
all,211.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,212.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,213.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,214.0,2,1.0116440227012919e-05,1.0116440227012919e-05,45.0,40.0,50.0
all,215.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,216.0,3,1.5174660340519379e-05,1.5174660340519379e-05,45.0,40.0,50.0
all,217.0,3,1.5174660340519379e-05,1.5174660340519379e-05,45.0,40.0,50.0
all,218.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,219.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,220.0,8,4.0465760908051675e-05,4.0465760908051675e-05,45.0,40.0,50.0
all,221.0,4,2.0232880454025837e-05,2.0232880454025837e-05,45.0,40.0,50.0
all,222.0,2,1.0116440227012919e-05,1.0116440227012919e-05,45.0,40.0,50.0
all,223.0,1,5.058220113506459e-06,5.058220113506459e-06,45.0,40.0,50.0
all,224.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,225.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,226.0,3,1.5174660340519379e-05,1.5174660340519379e-05,45.0,40.0,50.0
all,227.0,4,2.0232880454025837e-05,2.0232880454025837e-05,45.0,40.0,50.0
all,228.0,1,5.058220113506459e-06,5.058220113506459e-06,45.0,40.0,50.0
all,229.0,4,2.0232880454025837e-05,2.0232880454025837e-05,45.0,40.0,50.0
all,230.0,4,2.0232880454025837e-05,2.0232880454025837e-05,45.0,40.0,50.0
all,231.0,2,1.0116440227012919e-05,1.0116440227012919e-05,45.0,40.0,50.0
all,232.0,7,3.5407540794545215e-05,3.5407540794545215e-05,45.0,40.0,50.0
all,233.0,3,1.5174660340519379e-05,1.5174660340519379e-05,45.0,40.0,50.0
all,234.0,4,2.0232880454025837e-05,2.0232880454025837e-05,45.0,40.0,50.0
all,235.0,4,2.0232880454025837e-05,2.0232880454025837e-05,45.0,40.0,50.0
all,236.0,4,2.0232880454025837e-05,2.0232880454025837e-05,45.0,40.0,50.0
all,237.0,3,1.5174660340519379e-05,1.5174660340519379e-05,45.0,40.0,50.0
all,238.0,3,1.5174660340519379e-05,1.5174660340519379e-05,45.0,40.0,50.0
all,239.0,3,1.5174660340519379e-05,1.5174660340519379e-05,45.0,40.0,50.0
all,240.0,6,3.0349320681038758e-05,3.0349320681038758e-05,45.0,40.0,50.0
all,241.0,6,3.0349320681038758e-05,3.0349320681038758e-05,45.0,40.0,50.0
all,244.0,3,1.5174660340519379e-05,1.5174660340519379e-05,45.0,40.0,50.0
all,245.0,5,2.5291100567532298e-05,2.5291100567532298e-05,45.0,40.0,50.0
all,246.0,3,1.5174660340519379e-05,1.5174660340519379e-05,45.0,40.0,50.0
all,247.0,2,1.0116440227012919e-05,1.0116440227012919e-05,45.0,40.0,50.0
all,248.0,2,1.0116440227012919e-05,1.0116440227012919e-05,45.0,40.0,50.0
all,249.0,3,1.5174660340519379e-05,1.5174660340519379e-05,45.0,40.0,50.0
